"","año","region","electores","por_participacion","votos_emitidos","votos_validos","org_politica","tipo_org_politica","votos","por_votos"
"973",2014,"CAJAMARCA",992516,0.8286,822397,651560,"MOVIMIENTO REGIONAL FUERZA SOCIAL CAJAMARCA","MOVIMIENTO REGIONAL",34603,0.05311
"974",2014,"CAJAMARCA",992516,0.8286,822397,651560,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",14995,0.02301
"975",2014,"CAJAMARCA",992516,0.8286,822397,651560,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",12140,0.01863
"976",2014,"CAJAMARCA",992516,0.8286,822397,651560,"VOTOS EN BLANCO",NA,93789,NA
"977",2014,"CAJAMARCA",992516,0.8286,822397,651560,"VOTOS NULOS",NA,77048,NA
"978",2014,"CUSCO",880889,0.83898,739047,602178,"MOVIMIENTO REGIONAL ACUERDO POPULAR UNIFICADO","MOVIMIENTO REGIONAL",138688,0.23031
"979",2014,"CUSCO",880889,0.83898,739047,602178,"KAUSACHUN CUSCO","MOVIMIENTO REGIONAL",65332,0.10849
"980",2014,"CUSCO",880889,0.83898,739047,602178,"ALIANZA POPULAR","ALIANZA ELECTORAL",56297,0.09349
"981",2014,"CUSCO",880889,0.83898,739047,602178,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",53899,0.08951
"982",2014,"CUSCO",880889,0.83898,739047,602178,"SIEMPRE UNIDOS","PARTIDO POLÍTICO",50548,0.08394
"983",2014,"CUSCO",880889,0.83898,739047,602178,"MOVIMIENTO REGIONAL INKA PACHAKUTEQ","MOVIMIENTO REGIONAL",49606,0.08238
"984",2014,"CUSCO",880889,0.83898,739047,602178,"FUERZA INKA AMAZONICA","MOVIMIENTO REGIONAL",31518,0.05234
"985",2014,"CUSCO",880889,0.83898,739047,602178,"AUTOGOBIERNO AYLLU","MOVIMIENTO REGIONAL",31446,0.05222
"986",2014,"CUSCO",880889,0.83898,739047,602178,"TIERRA Y LIBERTAD CUSCO","MOVIMIENTO REGIONAL",31139,0.05171
"987",2014,"CUSCO",880889,0.83898,739047,602178,"FUERZA POPULAR","PARTIDO POLÍTICO",29706,0.04933
"988",2014,"CUSCO",880889,0.83898,739047,602178,"MOVIMIENTO REGIONAL TAWANTINSUYO","MOVIMIENTO REGIONAL",28336,0.04706
"989",2014,"CUSCO",880889,0.83898,739047,602178,"ACCION POPULAR","PARTIDO POLÍTICO",27641,0.0459
"990",2014,"CUSCO",880889,0.83898,739047,602178,"PATRIA ARRIBA PERU ADELANTE","MOVIMIENTO REGIONAL",8022,0.01332
"991",2014,"CUSCO",880889,0.83898,739047,602178,"VOTOS EN BLANCO",NA,75753,NA
"992",2014,"CUSCO",880889,0.83898,739047,602178,"VOTOS NULOS",NA,61116,NA
"993",2014,"HUANCAVELICA",274992,0.81933,225309,191163,"MOVIMIENTO INDEPENDIENTE REGIONAL AYLLU","MOVIMIENTO REGIONAL",57663,0.30164
"994",2014,"HUANCAVELICA",274992,0.81933,225309,191163,"MOVIMIENTO INDEPENDIENTE TRABAJANDO PARA TODOS","MOVIMIENTO REGIONAL",54540,0.28531
"995",2014,"HUANCAVELICA",274992,0.81933,225309,191163,"MOVIMIENTO REGIONAL AYNI","MOVIMIENTO REGIONAL",27805,0.14545
"996",2014,"HUANCAVELICA",274992,0.81933,225309,191163,"MOVIMIENTO INDEPENDIENTE DE CAMPESINOS Y PROFESIONALES","MOVIMIENTO REGIONAL",14020,0.07334
"997",2014,"HUANCAVELICA",274992,0.81933,225309,191163,"MOVIMIENTO INDEPENDIENTE REGIONAL UNIDOS POR HUANCAVELICA","MOVIMIENTO REGIONAL",12914,0.06755
"998",2014,"HUANCAVELICA",274992,0.81933,225309,191163,"ACCION DE GOBERNABILIDAD PARA LA UNIDAD ANDINA","MOVIMIENTO REGIONAL",10334,0.05406
"999",2014,"HUANCAVELICA",274992,0.81933,225309,191163,"MOVIMIENTO POLITICO FUERZA HUANCAVELICA","MOVIMIENTO REGIONAL",7808,0.04084
"1000",2014,"HUANCAVELICA",274992,0.81933,225309,191163,"ACCION POPULAR","PARTIDO POLÍTICO",4009,0.02097
"1001",2014,"HUANCAVELICA",274992,0.81933,225309,191163,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",2070,0.01083
"1002",2014,"HUANCAVELICA",274992,0.81933,225309,191163,"VOTOS EN BLANCO",NA,19984,NA
"1003",2014,"HUANCAVELICA",274992,0.81933,225309,191163,"VOTOS NULOS",NA,14162,NA
"1004",2014,"HUANUCO",509995,0.79286,404354,331618,"MOVIMIENTO INTEGRACION DESCENTRALISTA","MOVIMIENTO REGIONAL",99389,0.29971
"1005",2014,"HUANUCO",509995,0.79286,404354,331618,"AVANZADA REGIONAL INDEPENDIENTE UNIDOS POR HUANUCO","MOVIMIENTO REGIONAL",61138,0.18436
"1006",2014,"HUANUCO",509995,0.79286,404354,331618,"PARTIDO DEMOCRATICO SOMOS PERU","PARTIDO POLÍTICO",51383,0.15495
"1007",2014,"HUANUCO",509995,0.79286,404354,331618,"MOVIMIENTO POLITICO FRENTE AMPLIO REGIONAL PAISANOCUNA","MOVIMIENTO REGIONAL",34535,0.10414
"1008",2014,"HUANUCO",509995,0.79286,404354,331618,"MOVIMIENTO POLITICO HECHOS Y NO PALABRAS","MOVIMIENTO REGIONAL",20601,0.06212
"1009",2014,"HUANUCO",509995,0.79286,404354,331618,"ACCION POPULAR","PARTIDO POLÍTICO",13738,0.04143
"1010",2014,"HUANUCO",509995,0.79286,404354,331618,"FUERZA POPULAR","PARTIDO POLÍTICO",12365,0.03729
"1011",2014,"HUANUCO",509995,0.79286,404354,331618,"UNION POR EL PERU","PARTIDO POLÍTICO",12199,0.03679
"1012",2014,"HUANUCO",509995,0.79286,404354,331618,"MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO","MOVIMIENTO REGIONAL",10931,0.03296
"1013",2014,"HUANUCO",509995,0.79286,404354,331618,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",5996,0.01808
"1014",2014,"HUANUCO",509995,0.79286,404354,331618,"AUTENTICO REGIONAL","MOVIMIENTO REGIONAL",5657,0.01706
"1015",2014,"HUANUCO",509995,0.79286,404354,331618,"VAMOS PERU","PARTIDO POLÍTICO",2042,0.00616
"1016",2014,"HUANUCO",509995,0.79286,404354,331618,"FRENTE DEMOCRATICO REGIONAL","MOVIMIENTO REGIONAL",1644,0.00496
"1017",2014,"HUANUCO",509995,0.79286,404354,331618,"VOTOS EN BLANCO",NA,36810,NA
"1018",2014,"HUANUCO",509995,0.79286,404354,331618,"VOTOS NULOS",NA,35926,NA
"1019",2014,"ICA",563023,0.87891,494846,424805,"FUERZA POPULAR","PARTIDO POLÍTICO",105435,0.2482
"1020",2014,"ICA",563023,0.87891,494846,424805,"MOVIMIENTO REGIONAL OBRAS POR LA MODERNIDAD","MOVIMIENTO REGIONAL",86168,0.20284
"1021",2014,"ICA",563023,0.87891,494846,424805,"UNIDOS POR LA REGION","MOVIMIENTO REGIONAL",56343,0.13263
"1022",2014,"ICA",563023,0.87891,494846,424805,"PARTIDO REGIONAL DE INTEGRACION","MOVIMIENTO REGIONAL",56194,0.13228
"1023",2014,"ICA",563023,0.87891,494846,424805,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",35100,0.08263
"1024",2014,"ICA",563023,0.87891,494846,424805,"ACCION POPULAR","PARTIDO POLÍTICO",14265,0.03358
"1025",2014,"ICA",563023,0.87891,494846,424805,"FRENTE CIVICO LIBERTAD","MOVIMIENTO REGIONAL",12844,0.03024
"1026",2014,"ICA",563023,0.87891,494846,424805,"SOLIDARIDAD NACIONAL","PARTIDO POLÍTICO",12539,0.02952
"1027",2014,"ICA",563023,0.87891,494846,424805,"MOVIMIENTO INDEPENDIENTE REGIONAL HAMBRE CERO","MOVIMIENTO REGIONAL",11992,0.02823
"1028",2014,"ICA",563023,0.87891,494846,424805,"UNION POR EL PERU","PARTIDO POLÍTICO",11085,0.02609
"1029",2014,"ICA",563023,0.87891,494846,424805,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",6212,0.01462
"1030",2014,"ICA",563023,0.87891,494846,424805,"ALIANZA REGIONAL INDEPENDIENTE","MOVIMIENTO REGIONAL",5477,0.01289
"1031",2014,"ICA",563023,0.87891,494846,424805,"PERU POSIBLE","PARTIDO POLÍTICO",5233,0.01232
"1032",2014,"ICA",563023,0.87891,494846,424805,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","PARTIDO POLÍTICO",4150,0.00977
"1033",2014,"ICA",563023,0.87891,494846,424805,"DEMOCRACIA DIRECTA","PARTIDO POLÍTICO",1768,0.00416
"1034",2014,"ICA",563023,0.87891,494846,424805,"VOTOS EN BLANCO",NA,34642,NA
"1035",2014,"ICA",563023,0.87891,494846,424805,"VOTOS NULOS",NA,35399,NA
"1036",2014,"JUNIN",852094,0.80528,686172,588262,"JUNIN SOSTENIBLE CON SU GENTE","MOVIMIENTO REGIONAL",167249,0.28431
"1037",2014,"JUNIN",852094,0.80528,686172,588262,"MOVIMIENTO POLITICO REGIONAL PERU LIBRE","MOVIMIENTO REGIONAL",154728,0.26303
"1038",2014,"JUNIN",852094,0.80528,686172,588262,"JUNTOS POR JUNIN","ALIANZA ELECTORAL",84572,0.14377
"1039",2014,"JUNIN",852094,0.80528,686172,588262,"FUERZA POPULAR","PARTIDO POLÍTICO",57619,0.09795
"1040",2014,"JUNIN",852094,0.80528,686172,588262,"JUNIN EMPRENDEDORES RUMBO AL 21","MOVIMIENTO REGIONAL",46009,0.07821
"1041",2014,"JUNIN",852094,0.80528,686172,588262,"MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN","MOVIMIENTO REGIONAL",21609,0.03673
"1042",2014,"JUNIN",852094,0.80528,686172,588262,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",19526,0.03319
"1043",2014,"JUNIN",852094,0.80528,686172,588262,"MOVIMIENTO REGIONAL INDEPENDIENTE CON EL PERU","MOVIMIENTO REGIONAL",10710,0.01821
"1044",2014,"JUNIN",852094,0.80528,686172,588262,"MOVIMIENTO ETNOCACERISTA DE JUNIN","MOVIMIENTO REGIONAL",8228,0.01399
"1045",2014,"JUNIN",852094,0.80528,686172,588262,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","PARTIDO POLÍTICO",7189,0.01222
"1046",2014,"JUNIN",852094,0.80528,686172,588262,"PERU POSIBLE","PARTIDO POLÍTICO",4827,0.00821
"1047",2014,"JUNIN",852094,0.80528,686172,588262,"SOLIDARIDAD NACIONAL","PARTIDO POLÍTICO",4483,0.00762
"1048",2014,"JUNIN",852094,0.80528,686172,588262,"DEMOCRACIA DIRECTA","PARTIDO POLÍTICO",1513,0.00257
"1049",2014,"JUNIN",852094,0.80528,686172,588262,"VOTOS EN BLANCO",NA,52230,NA
"1050",2014,"JUNIN",852094,0.80528,686172,588262,"VOTOS NULOS",NA,45680,NA
"1051",2014,"LA LIBERTAD",1248026,0.83737,1045062,873941,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",380875,0.43581
"1052",2014,"LA LIBERTAD",1248026,0.83737,1045062,873941,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",293510,0.33585
"1053",2014,"LA LIBERTAD",1248026,0.83737,1045062,873941,"MOVIMIENTO REGIONAL PARA EL DESARROLLO CON SEGURIDAD Y HONRADEZ","MOVIMIENTO REGIONAL",76921,0.08802
"1054",2014,"LA LIBERTAD",1248026,0.83737,1045062,873941,"SUMATE POR UNA NUEVA LIBERTAD","ALIANZA ELECTORAL",28553,0.03267
"1055",2014,"LA LIBERTAD",1248026,0.83737,1045062,873941,"MOVIMIENTO REGIONAL INDEPENDIENTE DE CAMPESINOS, OBREROS, EMPLEADOS Y ESTUDIANTES","MOVIMIENTO REGIONAL",26056,0.02981
"1056",2014,"LA LIBERTAD",1248026,0.83737,1045062,873941,"RESTAURACION NACIONAL","PARTIDO POLÍTICO",24036,0.0275
"1057",2014,"LA LIBERTAD",1248026,0.83737,1045062,873941,"ACCION POPULAR","PARTIDO POLÍTICO",9728,0.01113
"1058",2014,"LA LIBERTAD",1248026,0.83737,1045062,873941,"PARTIDO HUMANISTA PERUANO","PARTIDO POLÍTICO",9683,0.01108
"1059",2014,"LA LIBERTAD",1248026,0.83737,1045062,873941,"DEMOCRACIA DIRECTA","PARTIDO POLÍTICO",6934,0.00793
"1060",2014,"LA LIBERTAD",1248026,0.83737,1045062,873941,"PARTIDO POPULAR CRISTIANO - PPC","PARTIDO POLÍTICO",6233,0.00713
"1061",2014,"LA LIBERTAD",1248026,0.83737,1045062,873941,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","PARTIDO POLÍTICO",4552,0.00521
"1062",2014,"LA LIBERTAD",1248026,0.83737,1045062,873941,"PERU PATRIA SEGURA","PARTIDO POLÍTICO",3767,0.00431
"1063",2014,"LA LIBERTAD",1248026,0.83737,1045062,873941,"PERU POSIBLE","PARTIDO POLÍTICO",3093,0.00354
"1064",2014,"LA LIBERTAD",1248026,0.83737,1045062,873941,"VOTOS EN BLANCO",NA,90098,NA
"1065",2014,"LA LIBERTAD",1248026,0.83737,1045062,873941,"VOTOS NULOS",NA,81023,NA
"1066",2014,"LAMBAYEQUE",858177,0.83959,720520,609416,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",203536,0.33399
"1067",2014,"LAMBAYEQUE",858177,0.83959,720520,609416,"FUERZA POPULAR","ALIANZA ELECTORAL",144279,0.23675
"1068",2014,"LAMBAYEQUE",858177,0.83959,720520,609416,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",117430,0.19269
"1069",2014,"LAMBAYEQUE",858177,0.83959,720520,609416,"PARTIDO HUMANISTA PERUANO","PARTIDO POLÍTICO",46044,0.07555
"1070",2014,"LAMBAYEQUE",858177,0.83959,720520,609416,"PARTIDO POPULAR CRISTIANO - PPC","PARTIDO POLÍTICO",34500,0.05661
"1071",2014,"LAMBAYEQUE",858177,0.83959,720520,609416,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","PARTIDO POLÍTICO",16130,0.02647
"1072",2014,"LAMBAYEQUE",858177,0.83959,720520,609416,"CAMBIO NORTEÑO","MOVIMIENTO REGIONAL",10028,0.01646
"1073",2014,"LAMBAYEQUE",858177,0.83959,720520,609416,"MOVIMIENTO REGIONAL DE LAS MANOS LIMPIAS","MOVIMIENTO REGIONAL",9422,0.01546
"1074",2014,"LAMBAYEQUE",858177,0.83959,720520,609416,"DEMOCRACIA DIRECTA","PARTIDO POLÍTICO",9360,0.01536
"1075",2014,"LAMBAYEQUE",858177,0.83959,720520,609416,"PARTIDO DEMOCRATICO SOMOS PERU","PARTIDO POLÍTICO",8857,0.01453
"1076",2014,"LAMBAYEQUE",858177,0.83959,720520,609416,"PERU POSIBLE","PARTIDO POLÍTICO",4450,0.0073
"1077",2014,"LAMBAYEQUE",858177,0.83959,720520,609416,"VAMOS PERU","PARTIDO POLÍTICO",3000,0.00492
"1078",2014,"LAMBAYEQUE",858177,0.83959,720520,609416,"PODER PARA TODOS","MOVIMIENTO REGIONAL",2380,0.00391
"1079",2014,"LAMBAYEQUE",858177,0.83959,720520,609416,"VOTOS EN BLANCO",NA,59342,NA
"1080",2014,"LAMBAYEQUE",858177,0.83959,720520,609416,"VOTOS NULOS",NA,51762,NA
"1081",2014,"LIMA",678480,0.85986,583397,488735,"CONCERTACION PARA EL DESARROLLO REGIONAL - LIMA","MOVIMIENTO REGIONAL",93607,0.19153
"1082",2014,"LIMA",678480,0.85986,583397,488735,"PATRIA JOVEN","MOVIMIENTO REGIONAL",66800,0.13668
"1083",2014,"LIMA",678480,0.85986,583397,488735,"FUERZA POPULAR","PARTIDO POLÍTICO",63078,0.12906
"1084",2014,"LIMA",678480,0.85986,583397,488735,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",57658,0.11797
"1085",2014,"LIMA",678480,0.85986,583397,488735,"FUERZA REGIONAL","MOVIMIENTO REGIONAL",57437,0.11752
"1086",2014,"LIMA",678480,0.85986,583397,488735,"MOVIMIENTO REGIONAL UNIDAD CIVICA LIMA","MOVIMIENTO REGIONAL",55361,0.11327
"1087",2014,"LIMA",678480,0.85986,583397,488735,"SOLIDARIDAD NACIONAL","PARTIDO POLÍTICO",22303,0.04563
"1088",2014,"LIMA",678480,0.85986,583397,488735,"SIEMPRE UNIDOS","PARTIDO POLÍTICO",21014,0.043
"1089",2014,"LIMA",678480,0.85986,583397,488735,"COLECTIVO CIUDADANO CONFIANZA PERU","MOVIMIENTO REGIONAL",12378,0.02533
"1090",2014,"LIMA",678480,0.85986,583397,488735,"ACCION POPULAR","PARTIDO POLÍTICO",11405,0.02334
"1091",2014,"LIMA",678480,0.85986,583397,488735,"MOVIMIENTO REGIONAL JUSTICIA Y CAPACIDAD","MOVIMIENTO REGIONAL",11005,0.02252
"1092",2014,"LIMA",678480,0.85986,583397,488735,"UNION POR EL PERU","PARTIDO POLÍTICO",5243,0.01073
"1093",2014,"LIMA",678480,0.85986,583397,488735,"PERU POSIBLE","PARTIDO POLÍTICO",4324,0.00885
"1094",2014,"LIMA",678480,0.85986,583397,488735,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","PARTIDO POLÍTICO",3951,0.00808
"1095",2014,"LIMA",678480,0.85986,583397,488735,"PARTIDO HUMANISTA PERUANO","PARTIDO POLÍTICO",3171,0.00649
"1096",2014,"LIMA",678480,0.85986,583397,488735,"VOTOS EN BLANCO",NA,51222,NA
"1097",2014,"LIMA",678480,0.85986,583397,488735,"VOTOS NULOS",NA,43440,NA
"1098",2014,"LORETO",615249,0.7646,470417,397778,"MOVIMIENTO INTEGRACION LORETANA","MOVIMIENTO REGIONAL",164210,0.41282
"1099",2014,"LORETO",615249,0.7646,470417,397778,"FUERZA LORETANA","MOVIMIENTO REGIONAL",111562,0.28046
"1100",2014,"LORETO",615249,0.7646,470417,397778,"MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO","MOVIMIENTO REGIONAL",62778,0.15782
"1101",2014,"LORETO",615249,0.7646,470417,397778,"MOVIMIENTO ESPERANZA REGION AMAZONICA","MOVIMIENTO REGIONAL",25824,0.06492
"1102",2014,"LORETO",615249,0.7646,470417,397778,"ACCION POPULAR","PARTIDO POLÍTICO",23686,0.05955
"1103",2014,"LORETO",615249,0.7646,470417,397778,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",4970,0.01249
"1104",2014,"LORETO",615249,0.7646,470417,397778,"MOVIMIENTO POLITICO REGIONAL UNIPOL","MOVIMIENTO REGIONAL",4748,0.01194
"1105",2014,"LORETO",615249,0.7646,470417,397778,"VOTOS EN BLANCO",NA,30798,NA
"1106",2014,"LORETO",615249,0.7646,470417,397778,"VOTOS NULOS",NA,41841,NA
"1107",2014,"MADRE DE DIOS",90542,0.81991,74236,64827,"DEMOCRACIA DIRECTA","PARTIDO POLÍTICO",19003,0.29313
"1108",2014,"MADRE DE DIOS",90542,0.81991,74236,64827,"MOVIMIENTO INDEPENDIENTE AMOR POR MADRE DE DIOS","MOVIMIENTO REGIONAL",16987,0.26204
"1109",2014,"MADRE DE DIOS",90542,0.81991,74236,64827,"MOVIMIENTO INDEPENDIENTE OBRAS SIEMPRE OBRAS","MOVIMIENTO REGIONAL",9167,0.14141
"1110",2014,"MADRE DE DIOS",90542,0.81991,74236,64827,"MOVIMIENTO REGIONAL FUERZA POR MADRE DE DIOS","MOVIMIENTO REGIONAL",8392,0.12945
"1111",2014,"MADRE DE DIOS",90542,0.81991,74236,64827,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",3525,0.05438
"1112",2014,"MADRE DE DIOS",90542,0.81991,74236,64827,"PARTIDO HUMANISTA PERUANO","PARTIDO POLÍTICO",3495,0.05391
"1113",2014,"MADRE DE DIOS",90542,0.81991,74236,64827,"UNION POR EL PERU","PARTIDO POLÍTICO",1688,0.02604
"1114",2014,"MADRE DE DIOS",90542,0.81991,74236,64827,"PARTIDO POPULAR CRISTIANO - PPC","PARTIDO POLÍTICO",1259,0.01942
"1115",2014,"MADRE DE DIOS",90542,0.81991,74236,64827,"SIEMPRE UNIDOS","PARTIDO POLÍTICO",868,0.01339
"1116",2014,"MADRE DE DIOS",90542,0.81991,74236,64827,"MOVIMIENTO REGIONAL DE MADRE DE DIOS MINEROS UNIDOS","MOVIMIENTO REGIONAL",443,0.00683
"1117",2014,"MADRE DE DIOS",90542,0.81991,74236,64827,"VOTOS EN BLANCO",NA,5430,NA
"1118",2014,"MADRE DE DIOS",90542,0.81991,74236,64827,"VOTOS NULOS",NA,3979,NA
"1119",2014,"MOQUEGUA",130067,0.8747,113769,95721,"KAUSACHUN","MOVIMIENTO REGIONAL",46975,0.49075
"1120",2014,"MOQUEGUA",130067,0.8747,113769,95721,"FRENTE DE INTEGRACION REGIONAL MOQUEGUA EMPRENDEDORA FIRME","MOVIMIENTO REGIONAL",37441,0.39115
"1121",2014,"MOQUEGUA",130067,0.8747,113769,95721,"MOVIMIENTO POLITICO REGIONAL CONTIGO MOQUEGUA","MOVIMIENTO REGIONAL",4519,0.04721
"1122",2014,"MOQUEGUA",130067,0.8747,113769,95721,"VAMOS PERU","PARTIDO POLÍTICO",2242,0.02342
"1123",2014,"MOQUEGUA",130067,0.8747,113769,95721,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","PARTIDO POLÍTICO",2210,0.02309
"1124",2014,"MOQUEGUA",130067,0.8747,113769,95721,"ACCION POPULAR","PARTIDO POLÍTICO",915,0.00956
"1125",2014,"MOQUEGUA",130067,0.8747,113769,95721,"SOMOS INDEPENDIENTES","MOVIMIENTO REGIONAL",871,0.0091
"1126",2014,"MOQUEGUA",130067,0.8747,113769,95721,"PARTIDO HUMANISTA PERUANO","PARTIDO POLÍTICO",548,0.00572
"1127",2014,"MOQUEGUA",130067,0.8747,113769,95721,"VOTOS EN BLANCO",NA,12658,NA
"1128",2014,"MOQUEGUA",130067,0.8747,113769,95721,"VOTOS NULOS",NA,5390,NA
"1129",2014,"PASCO",183296,0.81487,149363,118605,"FUERZA POPULAR","PARTIDO POLÍTICO",28090,0.23684
"1130",2014,"PASCO",183296,0.81487,149363,118605,"PASCO VERDE","MOVIMIENTO REGIONAL",26417,0.22273
"1131",2014,"PASCO",183296,0.81487,149363,118605,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",12853,0.10837
"1132",2014,"PASCO",183296,0.81487,149363,118605,"MOVIMIENTO REGIONAL FRENTE ANDINO AMAZONICO","MOVIMIENTO REGIONAL",12093,0.10196
"1133",2014,"PASCO",183296,0.81487,149363,118605,"CONCERTACION EN LA REGION","MOVIMIENTO REGIONAL",9942,0.08382
"1134",2014,"PASCO",183296,0.81487,149363,118605,"UNION POR EL PERU","PARTIDO POLÍTICO",8972,0.07565
"1135",2014,"PASCO",183296,0.81487,149363,118605,"PARTIDO DEMOCRATICO SOMOS PERU","PARTIDO POLÍTICO",8855,0.07466
"1136",2014,"PASCO",183296,0.81487,149363,118605,"PASCO DIGNIDAD","MOVIMIENTO REGIONAL",8371,0.07058
"1137",2014,"PASCO",183296,0.81487,149363,118605,"ACCION POPULAR","PARTIDO POLÍTICO",2178,0.01836
"1138",2014,"PASCO",183296,0.81487,149363,118605,"PARTIDO HUMANISTA PERUANO","PARTIDO POLÍTICO",834,0.00703
"1139",2014,"PASCO",183296,0.81487,149363,118605,"VOTOS EN BLANCO",NA,10476,NA
"1140",2014,"PASCO",183296,0.81487,149363,118605,"VOTOS NULOS",NA,20282,NA
"1141",2014,"PIURA",1226898,0.85528,1049340,824229,"UNION DEMOCRATICA DEL NORTE","MOVIMIENTO REGIONAL",298688,0.36238
"1142",2014,"PIURA",1226898,0.85528,1049340,824229,"MOVIMIENTO REGIONAL SEGURIDAD Y PROSPERIDAD","MOVIMIENTO REGIONAL",147087,0.17845
"1143",2014,"PIURA",1226898,0.85528,1049340,824229,"REGION PARA TODOS","MOVIMIENTO REGIONAL",108922,0.13215
"1144",2014,"PIURA",1226898,0.85528,1049340,824229,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",82372,0.09994
"1145",2014,"PIURA",1226898,0.85528,1049340,824229,"MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL","MOVIMIENTO REGIONAL",73913,0.08968
"1146",2014,"PIURA",1226898,0.85528,1049340,824229,"FUERZA POPULAR","PARTIDO POLÍTICO",38475,0.04668
"1147",2014,"PIURA",1226898,0.85528,1049340,824229,"AGRO SI","MOVIMIENTO REGIONAL",30313,0.03678
"1148",2014,"PIURA",1226898,0.85528,1049340,824229,"MOVIMIENTO REGIONAL OBRAS + OBRAS","MOVIMIENTO REGIONAL",19341,0.02347
"1149",2014,"PIURA",1226898,0.85528,1049340,824229,"ACCION POPULAR","PARTIDO POLÍTICO",11373,0.0138
"1150",2014,"PIURA",1226898,0.85528,1049340,824229,"VAMOS PERU","PARTIDO POLÍTICO",8977,0.01089
"1151",2014,"PIURA",1226898,0.85528,1049340,824229,"UNIDOS CONSTRUYENDO","MOVIMIENTO REGIONAL",2515,0.00305
"1152",2014,"PIURA",1226898,0.85528,1049340,824229,"DEMOCRACIA DIRECTA","PARTIDO POLÍTICO",2253,0.00273
"1153",2014,"PIURA",1226898,0.85528,1049340,824229,"VOTOS EN BLANCO",NA,144606,NA
"1154",2014,"PIURA",1226898,0.85528,1049340,824229,"VOTOS NULOS",NA,80505,NA
"1155",2014,"PUNO",841046,0.87252,733831,596450,"PROYECTO DE LA INTEGRACION PARA LA COOPERACION","MOVIMIENTO REGIONAL",174395,0.29239
"1156",2014,"PUNO",841046,0.87252,733831,596450,"DEMOCRACIA DIRECTA","PARTIDO POLÍTICO",128512,0.21546
"1157",2014,"PUNO",841046,0.87252,733831,596450,"POR LAS COMUNIDADES FUENTE DE INTEGRACIÓN ANDINA DE PUNO - CONFIA - PUNO","MOVIMIENTO REGIONAL",77832,0.13049
"1158",2014,"PUNO",841046,0.87252,733831,596450,"PODER DEMOCRATICO REGIONAL","MOVIMIENTO REGIONAL",34633,0.05807
"1159",2014,"PUNO",841046,0.87252,733831,596450,"FRENTE AMPLIO PARA EL DESARROLLO DEL PUEBLO","MOVIMIENTO REGIONAL",31304,0.05248
"1160",2014,"PUNO",841046,0.87252,733831,596450,"PODER ANDINO","MOVIMIENTO REGIONAL",27162,0.04554
"1161",2014,"PUNO",841046,0.87252,733831,596450,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",23931,0.04012
"1162",2014,"PUNO",841046,0.87252,733831,596450,"FRENTE AMPLIO DE PUNO","MOVIMIENTO REGIONAL",16750,0.02808
"1163",2014,"PUNO",841046,0.87252,733831,596450,"PROYECTO POLITICO AQUI","MOVIMIENTO REGIONAL",15530,0.02604
"1164",2014,"PUNO",841046,0.87252,733831,596450,"MOVIMIENTO AGRARIO PUNEÑO","MOVIMIENTO REGIONAL",14055,0.02356
"1165",2014,"PUNO",841046,0.87252,733831,596450,"ACCION POPULAR","PARTIDO POLÍTICO",10557,0.0177
"1166",2014,"PUNO",841046,0.87252,733831,596450,"RESTAURACION NACIONAL","PARTIDO POLÍTICO",10011,0.01678
"1167",2014,"PUNO",841046,0.87252,733831,596450,"MOVIMIENTO ANDINO SOCIALISTA","MOVIMIENTO REGIONAL",9326,0.01564
"1168",2014,"PUNO",841046,0.87252,733831,596450,"PARTIDO HUMANISTA PERUANO","PARTIDO POLÍTICO",8839,0.01482
"1169",2014,"PUNO",841046,0.87252,733831,596450,"FUERZA POPULAR","PARTIDO POLÍTICO",8285,0.01389
